Student 1,Student 2,Compatibility Score
Student_3,Student_21,0.589939826185003
Student_3,Student_22,0.5378581138721227
Student_3,Student_23,0.2115811087350007
Student_3,Student_24,0.3079166269396294
Student_3,Student_25,0.20624119817052156
Student_3,Student_26,0.35628345509264275
Student_3,Student_27,0.7998775322715308
Student_3,Student_28,0.8910274562851417
Student_3,Student_29,0.35075804558193724
Student_3,Student_30,0.4432283828848788
Student_4,Student_5,0.6597511973341775
Student_4,Student_6,0.6985294261849786
Student_4,Student_7,0.09174502803207489
Student_4,Student_8,0.3967861415834701
Student_4,Student_9,0.40412931454275625
Student_4,Student_10,0.6443627544719602
Student_4,Student_11,0.44177779604433565
Student_4,Student_12,0.7524368721149192
Student_4,Student_13,0.6524496657110872
Student_4,Student_14,0.4949305682462887
Student_4,Student_15,0.3952896169438168
Student_4,Student_16,0.3023204993735764
Student_4,Student_17,0.4355191565850267
Student_4,Student_18,0.6859253622562343
Student_4,Student_19,0.5428155577874756
Student_4,Student_20,0.5978655284828815
Student_4,Student_21,0.20310907565598005
Student_4,Student_22,0.4647535621694955
Student_4,Student_23,0.8085765962320202
Student_4,Student_24,0.6984006147003656
Student_4,Student_25,0.5998098379209731
Student_4,Student_26,0.43997470635362185
Student_4,Student_27,0.39981486864007615
Student_4,Student_28,0.2971134136107987
Student_4,Student_29,0.6532271856033809
Student_4,Student_30,0.5417276905644768
Student_5,Student_6,0.5551934651424116
Student_5,Student_7,0.2653273891300258
Student_5,Student_8,0.44891239851543135
Student_5,Student_9,0.5540171172209895
Student_5,Student_10,0.30690143991711116
Student_5,Student_11,0.5959877952811417
Student_5,Student_12,0.7022409248181042
Student_5,Student_13,0.300125924007818
Student_5,Student_14,0.6509767609854883
Student_5,Student_15,0.4422699021614453
Student_5,Student_16,0.45024510174258936
Student_5,Student_17,0.1049799829124545
Student_5,Student_18,0.5645114360779504
Student_5,Student_19,0.20959270826085208
Student_5,Student_20,0.6715318245751155
Student_5,Student_21,0.3423265243711195
Student_5,Student_22,0.4087232063672068
Student_5,Student_23,0.45183342005738353
Student_5,Student_24,0.5718980293321767
Student_5,Student_25,0.6419170171464486
Student_5,Student_26,0.2916027815781923
Student_5,Student_27,0.34400607354555973
Student_5,Student_28,0.22876104275690193
Student_5,Student_29,0.9947424497831924
Student_5,Student_30,0.692408673384463
Student_6,Student_7,0.4015039378647621
Student_6,Student_8,0.7034175597577715
Student_6,Student_9,0.3187617083921589
Student_6,Student_10,0.35950423838186046
Student_6,Student_11,0.7442309634433759
Student_6,Student_12,0.4410158532865164
Student_6,Student_13,0.35491919171506503
Student_6,Student_14,0.18679766792979358
Student_6,Student_15,0.7183145876585435
Student_6,Student_16,0.6117944012072128
Student_6,Student_17,0.5453082434789529
Student_6,Student_18,0.7828686547090913
Student_6,Student_19,0.6635387237416541
Student_6,Student_20,0.8988546015474739
Student_6,Student_21,0.31237816311973465
Student_6,Student_22,0.5340557234120564
Student_6,Student_23,0.49400624977046226
Student_6,Student_24,0.8000524369971819
Student_6,Student_25,0.5004698059376474
Student_6,Student_26,0.14549934528520755
Student_6,Student_27,0.506228499323475
Student_6,Student_28,0.3893237957061741
Student_6,Student_29,0.548576205149787
Student_6,Student_30,0.45120295631711893
Student_7,Student_8,0.5051443883405875
Student_7,Student_9,0.7071161487808888
Student_7,Student_10,0.43875357908162127
Student_7,Student_11,0.6346588582926438
Student_7,Student_12,0.3627767682189851
Student_7,Student_13,0.45332314011979585
Student_7,Student_14,0.3925151346344345
Student_7,Student_15,0.5155115197552252
Student_7,Student_16,0.8011567463429285
Student_7,Student_17,0.6617929718406382
Student_7,Student_18,0.2006751848141011
Student_7,Student_19,0.5706074792488199
Student_7,Student_20,0.3175534084244321
Student_7,Student_21,0.6975103585152093
Student_7,Student_22,0.6597157095095436
Student_7,Student_23,0.3064537594958515
Student_7,Student_24,0.2136863155753235
Student_7,Student_25,0.290350765394199
Student_7,Student_26,0.45686051459998434
Student_7,Student_27,0.7105842448684958
Student_7,Student_28,0.7824126051357689
Student_7,Student_29,0.23816741487334225
Student_7,Student_30,0.529607678222399
Student_8,Student_9,0.19730593165555443
Student_8,Student_10,0.2571754225579596
Student_8,Student_11,0.6650235705209603
Student_8,Student_12,0.35074094780419773
Student_8,Student_13,0.26628615545571294
Student_8,Student_14,0.08619898541785109
Student_8,Student_15,0.9829661756064485
Student_8,Student_16,0.29944452301103386
Student_8,Student_17,0.45384065448939315
Student_8,Student_18,0.699673052519059
Student_8,Student_19,0.3293255789996012
Student_8,Student_20,0.799108799604872
Student_8,Student_21,0.3869553049949515
Student_8,Student_22,0.6566967254883004
Student_8,Student_23,0.6036659824609685
Student_8,Student_24,0.6906012021367264
Student_8,Student_25,0.794861330826633
Student_8,Student_26,0.43940786478111044
Student_8,Student_27,0.1993732090272683
Student_8,Student_28,0.30955142320501244
Student_8,Student_29,0.4401427395366445
Student_8,Student_30,0.5550404651551784
Student_9,Student_10,0.7446974238162756
Student_9,Student_11,0.34207127167737655
Student_9,Student_12,0.6489296964004544
Student_9,Student_13,0.7396475767758063
Student_9,Student_14,0.6944635069465283
Student_9,Student_15,0.18802122107411154
Student_9,Student_16,0.7196472513291639
Student_9,Student_17,0.35035263551971724
Student_9,Student_18,0.09300274492007415
Student_9,Student_19,0.4521397991073422
Student_9,Student_20,0.19887671950309171
Student_9,Student_21,0.5977903040046677
Student_9,Student_22,0.3561416670004342
Student_9,Student_23,0.4075750771004731
Student_9,Student_24,0.09469498852389473
Student_9,Student_25,0.3942418175935532
Student_9,Student_26,0.5472494830284836
Student_9,Student_27,0.5769807883526441
Student_9,Student_28,0.4848480893780145
Student_9,Student_29,0.5636687426744453
Student_9,Student_30,0.6664496771350128
Student_10,Student_11,0.09750963960443622
Student_10,Student_12,0.6057655696305576
Student_10,Student_13,1.0
Student_10,Student_14,0.6807888080845524
Student_10,Student_15,0.2611957491143458
Student_10,Student_16,0.4487208240851923
Student_10,Student_17,0.5904445955939958
Student_10,Student_18,0.33393553679742427
Student_10,Student_19,0.7020346363586721
Student_10,Student_20,0.24243649254715696
Student_10,Student_21,0.5357774629040232
Student_10,Student_22,0.2935342711575748
Student_10,Student_23,0.639184519963856
Student_10,Student_24,0.3668714163507256
Student_10,Student_25,0.45881639756949444
Student_10,Student_26,0.7999202735868337
Student_10,Student_27,0.5647994413889001
Student_10,Student_28,0.45077368307647614
Student_10,Student_29,0.2913871579867174
Student_10,Student_30,0.4152312407726966
Student_11,Student_12,0.5053891004368466
Student_11,Student_13,0.08962753845673543
Student_11,Student_14,0.24809661321916393
Student_11,Student_15,0.6412438174661524
Student_11,Student_16,0.6361720026903566
Student_11,Student_17,0.5092617754753164
Student_11,Student_18,0.5690941664047013
Student_11,Student_19,0.3860143242618086
Student_11,Student_20,0.6556296923669057
Student_11,Student_21,0.3434935743087817
Student_11,Student_22,0.7951287461623531
Student_11,Student_23,0.44407606075761125
Student_11,Student_24,0.5413600923032019
Student_11,Student_25,0.4504852162794482
Student_11,Student_26,0.09169049883588963
Student_11,Student_27,0.5527045682577983
Student_11,Student_28,0.6494976189055086
Student_11,Student_29,0.5976105195313359
Student_11,Student_30,0.690924363379584
Student_12,Student_13,0.5942322866943166
Student_12,Student_14,0.5575539122582576
Student_12,Student_15,0.3550091718762438
Student_12,Student_16,0.3402244475520145
Student_12,Student_17,0.20099332305429227
Student_12,Student_18,0.45751387123371784
Student_12,Student_19,0.2833059471887863
Student_12,Student_20,0.3554336019237993
Student_12,Student_21,0.4433737624105415
Student_12,Student_22,0.7057059866859315
Student_12,Student_23,0.7423674084345748
Student_12,Student_24,0.4319511789933548
Student_12,Student_25,0.5337245756211684
Student_12,Student_26,0.40048084946661383
Student_12,Student_27,0.4525972250172148
Student_12,Student_28,0.3409568337489559
Student_12,Student_29,0.7063859245877738
Student_12,Student_30,0.7833847993773103
Student_13,Student_14,0.6493392020135269
Student_13,Student_15,0.23788983800237543
Student_13,Student_16,0.44348163892197834
Student_13,Student_17,0.6004739867131641
Student_13,Student_18,0.34139586634716046
Student_13,Student_19,0.6961544445577017
Student_13,Student_20,0.26006292809214443
Student_13,Student_21,0.5442310813047685
Student_13,Student_22,0.30835692112065144
Student_13,Student_23,0.6387029314534237
Student_13,Student_24,0.3552980417791528
Student_13,Student_25,0.46441568620657897
Student_13,Student_26,0.775283554998727
Student_13,Student_27,0.5420310474452952
Student_13,Student_28,0.45577072127180535
Student_13,Student_29,0.2979695461395701
Student_13,Student_30,0.4037114587337131
Student_14,Student_15,0.0939601481328418
Student_14,Student_16,0.600865897874729
Student_14,Student_17,0.44844322764607913
Student_14,Student_18,0.4116778206165981
Student_14,Student_19,0.5525442084330121
Student_14,Student_20,0.3033760266207521
Student_14,Student_21,0.6958812303387752
Student_14,Student_22,0.24512393775927507
Student_14,Student_23,0.29567441812180384
Student_14,Student_24,0.403944521423783
Student_14,Student_25,0.2957901551917974
Student_14,Student_26,0.6528977485689641
Student_14,Student_27,0.7207540079864544
Student_14,Student_28,0.6087112470343169
Student_14,Student_29,0.6467397646783216
Student_14,Student_30,0.36201213922163944
Student_15,Student_16,0.29591924626978455
Student_15,Student_17,0.4296187546482215
Student_15,Student_18,0.689919136890826
Student_15,Student_19,0.3312920807897414
Student_15,Student_20,0.7964848651595868
Student_15,Student_21,0.4001841837918955
Student_15,Student_22,0.6667643731227528
Student_15,Student_23,0.6032692737376416
Student_15,Student_24,0.6978089947119113
Student_15,Student_25,0.8082940558118348
Student_15,Student_26,0.4278886469099211
Student_15,Student_27,0.20235614558108567
Student_15,Student_28,0.3077086519388697
Student_15,Student_29,0.43521413754220156
Student_15,Student_30,0.5614375404320692
Student_16,Student_17,0.6533849640749442
Student_16,Student_18,0.395847120860992
Student_16,Student_19,0.7563278186610628
Student_16,Student_20,0.5227069285780439
Student_16,Student_21,0.701818662550585
Student_16,Student_22,0.4524822058630033
Student_16,Student_23,0.09540639100459757
Student_16,Student_24,0.3915015563053521
Student_16,Student_25,0.10830335816544247
Student_16,Student_26,0.24143916174091132
Student_16,Student_27,0.9007156623721939
Student_16,Student_28,0.7952234255323488
Student_16,Student_29,0.45478979825746385
Student_16,Student_30,0.35333662105286945
Student_17,Student_18,0.560375399442579
Student_17,Student_19,0.8948998360114524
Student_17,Student_20,0.4473012506470662
Student_17,Student_21,0.540212362842177
Student_17,Student_22,0.4955570673992389
Student_17,Student_23,0.4537730049304485
Student_17,Student_24,0.5575698861664534
Student_17,Student_25,0.24077834675822374
Student_17,Student_26,0.6086960592010566
Student_17,Student_27,0.7635563785880495
Student_17,Student_28,0.854134349032237
Student_17,Student_29,0.11876795812558066
Student_17,Student_30,0.1922621080089643
Student_18,Student_19,0.6375534529668858
Student_18,Student_20,0.8822127975109573
Student_18,Student_21,0.5149604431148919
Student_18,Student_22,0.5565436565635407
Student_18,Student_23,0.4994441532908955
Student_18,Student_24,1.0
Student_18,Student_25,0.4887451095270162
Student_18,Student_26,0.37445751979616826
Student_18,Student_27,0.5012922118197523
Student_18,Student_28,0.40109394794604897
Student_18,Student_29,0.5572576662389869
Student_18,Student_30,0.2548100923173671
Student_19,Student_20,0.5522388402427914
Student_19,Student_21,0.6420952554455469
Student_19,Student_22,0.40471468357136
Student_19,Student_23,0.3688202449647503
Student_19,Student_24,0.6634542004615498
Student_19,Student_25,0.16593186626639397
Student_19,Student_26,0.49488784323568813
Student_19,Student_27,0.8401039517974142
Student_19,Student_28,0.7487421307990035
Student_19,Student_29,0.20055724912288694
Student_19,Student_30,0.11094191518470949
Student_20,Student_21,0.38307535370285184
Student_20,Student_22,0.46529550319460616
Student_20,Student_23,0.39841992101421014
Student_20,Student_24,0.8957311893005259
Student_20,Student_25,0.5898789562473983
Student_20,Student_26,0.2334514332813423
Student_20,Student_27,0.40823170583961915
Student_20,Student_28,0.30073317967188407
Student_20,Student_29,0.6371003910025894
Student_20,Student_30,0.3370492122793638
Student_21,Student_22,0.5466421530070986
Student_21,Student_23,0.21669021525289395
Student_21,Student_24,0.49740408648636397
Student_21,Student_25,0.18496857046881895
Student_21,Student_26,0.5475425693591405
Student_21,Student_27,0.7972727643025234
Student_21,Student_28,0.6730311335705842
Student_21,Student_29,0.34945705133482186
Student_21,Student_30,0.2476906546979132
Student_22,Student_23,0.6569620636481341
Student_22,Student_24,0.5684895609494535
Student_22,Student_25,0.4612656502954775
Student_22,Student_26,0.29731111309445174
Student_22,Student_27,0.5389347409125832
Student_22,Student_28,0.6757335980324987
Student_22,Student_29,0.40059218434014493
Student_22,Student_30,0.7001392929191295
Student_23,Student_24,0.49975874912889995
Student_23,Student_25,0.8019808476076786
Student_23,Student_26,0.6485563958807606
Student_23,Student_27,0.19426337993119766
Student_23,Student_28,0.29453141058759613
Student_23,Student_29,0.44967246729784005
Student_23,Student_30,0.7445657522886624
Student_24,Student_25,0.49287154217322837
Student_24,Student_26,0.3510643022769189
Student_24,Student_27,0.49745022782579146
Student_24,Student_28,0.4150399298858269
Student_24,Student_29,0.5234903019160698
Student_24,Student_30,0.26091506851922464
Student_25,Student_26,0.6624608519249763
Student_25,Student_27,0.0
Student_25,Student_28,0.09657312405919652
Student_25,Student_29,0.6462855913400422
Student_25,Student_30,0.7359248830528218
Student_26,Student_27,0.3422218331240912
Student_26,Student_28,0.4388942415453417
Student_26,Student_29,0.31752270443423625
Student_26,Student_30,0.4093567839314746
Student_27,Student_28,0.9127155509499415
Student_27,Student_29,0.3572167206404323
Student_27,Student_30,0.2387094822878277
Student_28,Student_29,0.24475479733720226
Student_28,Student_30,0.35489374561227915
Student_29,Student_30,0.6877787219110805
