Student 1,Student 2,Compatibility Score
Student_4,Student_18,0.6443370227039723
Student_4,Student_19,0.6509965136508764
Student_4,Student_20,0.494965243458838
Student_5,Student_6,0.6344933656893387
Student_5,Student_7,0.3006856297480603
Student_5,Student_8,0.389376962862739
Student_5,Student_9,0.4547359243063518
Student_5,Student_10,0.34080575765766197
Student_5,Student_11,0.2654993440501754
Student_5,Student_12,0.5421674670766375
Student_5,Student_13,0.09677938483794325
Student_5,Student_14,0.45813517217369665
Student_5,Student_15,0.38769135683566047
Student_5,Student_16,0.3522745993460413
Student_5,Student_17,0.2130714275428243
Student_5,Student_18,0.3839251676543877
Student_5,Student_19,0.601846338585323
Student_5,Student_20,0.5525988279424842
Student_6,Student_7,0.6578182287177732
Student_6,Student_8,0.5376304928912191
Student_6,Student_9,0.2867954338691573
Student_6,Student_10,0.205219415656169
Student_6,Student_11,0.3029698467323319
Student_6,Student_12,0.4025049285034588
Student_6,Student_13,0.4534644820949697
Student_6,Student_14,0.09319975278421509
Student_6,Student_15,0.35232253697161003
Student_6,Student_16,0.7029307247329868
Student_6,Student_17,0.5428564858197362
Student_6,Student_18,0.5686577451114476
Student_6,Student_19,0.5547383292091179
Student_6,Student_20,0.18808696502797354
Student_7,Student_8,0.7065655360863382
Student_7,Student_9,0.6402531832977268
Student_7,Student_10,0.3578708460374245
Student_7,Student_11,0.661585955790074
Student_7,Student_12,0.541793176816483
Student_7,Student_13,0.8096337612924431
Student_7,Student_14,0.4541278092693649
Student_7,Student_15,0.5082206015999449
Student_7,Student_16,0.3689679298265395
Student_7,Student_17,0.6975461188399712
Student_7,Student_18,0.8924626383564251
Student_7,Student_19,0.6911048557037448
Student_7,Student_20,0.5418418971503457
Student_8,Student_9,0.7492289829058589
Student_8,Student_10,0.6534115197481664
Student_8,Student_11,0.3527669079933002
Student_8,Student_12,0.6582718324903603
Student_8,Student_13,0.5001300189187791
Student_8,Student_14,0.3645353407715731
Student_8,Student_15,0.5973534316676204
Student_8,Student_16,0.47720169166589615
Student_8,Student_17,0.60625667347765
Student_8,Student_18,0.5914284244358372
Student_8,Student_19,0.7892910750193888
Student_8,Student_20,0.6548247241524319
Student_9,Student_10,0.6977653721467414
Student_9,Student_11,0.6071400049409209
Student_9,Student_12,0.7047323762457355
Student_9,Student_13,0.4492717108734312
Student_9,Student_14,0.5915320628193159
Student_9,Student_15,0.3348515277531413
Student_9,Student_16,0.1955348504793298
Student_9,Student_17,0.3585639879432347
Student_9,Student_18,0.5521409374413021
Student_9,Student_19,0.5375426122128801
Student_9,Student_20,0.9017318092585118
Student_10,Student_11,0.7038531737972883
Student_10,Student_12,0.5911614256379887
Student_10,Student_13,0.5515372510594553
Student_10,Student_14,0.7005820871844599
Student_10,Student_15,0.6385702970216938
Student_10,Student_16,0.5035778736034828
Student_10,Student_17,0.6556078452636823
Student_10,Student_18,0.26083051243175276
Student_10,Student_19,0.460538020520349
Student_10,Student_20,0.5862233063204291
Student_11,Student_12,0.49062174960084876
Student_11,Student_13,0.8551503526720866
Student_11,Student_14,0.8051378595091221
Student_11,Student_15,0.5551504768630605
Student_11,Student_16,0.4385273149065472
Student_11,Student_17,0.7557089051069317
Student_11,Student_18,0.561355656401806
Student_11,Student_19,0.359540017634932
Student_11,Student_20,0.506513912513058
Student_12,Student_13,0.3468473075535965
Student_12,Student_14,0.5075896922049327
Student_12,Student_15,0.44227174785462425
Student_12,Student_16,0.29763181393259996
Student_12,Student_17,0.4451463645217089
Student_12,Student_18,0.6508187413938632
Student_12,Student_19,0.6731465856667351
Student_12,Student_20,0.7813273480740826
Student_13,Student_14,0.6568626019037451
Student_13,Student_15,0.6838728412881036
Student_13,Student_16,0.5452806813421056
Student_13,Student_17,0.9108895059696737
Student_13,Student_18,0.7006428001909546
Student_13,Student_19,0.48922255222070693
Student_13,Student_20,0.3428469629074003
Student_14,Student_15,0.7567959774893468
Student_14,Student_16,0.19269633368282865
Student_14,Student_17,0.5521645858958198
Student_14,Student_18,0.5504557183990381
Student_14,Student_19,0.5434839965239417
Student_14,Student_20,0.7214394408932532
Student_15,Student_16,0.4563391902231801
Student_15,Student_17,0.779748574133424
Student_15,Student_18,0.6018645431476942
Student_15,Student_19,0.793382135352316
Student_15,Student_20,0.4585243333479622
Student_16,Student_17,0.6420747926156729
Student_16,Student_18,0.24885263558533102
Student_16,Student_19,0.25504987278980457
Student_16,Student_20,0.10865755194170122
Student_17,Student_18,0.5879970359294422
Student_17,Student_19,0.5966549876415905
Student_17,Student_20,0.24525054688839043
Student_18,Student_19,0.793466707674263
Student_18,Student_20,0.667654542402811
Student_19,Student_20,0.6540498171096096
